id;question;expected_answer;context_hint;category;difficulty;Reference_Chunks
70;Wie funktioniert das Studienabschlussdarlehen der Studierendenwerke (DAKA) genau?;Die Darlehenskasse der Studierendenwerke in Nordrhein-Westfalen (DAKA) kann dir für dein letztes Studienjahr ein zinsfreies Studienabschlussdarlehen gewähren, wenn du finanziell bedürftig bist, ein ordnungsgemäßes Studium nachweisen kannst und dich bereits in der Examensphase befindest. BAföG ist dafür keine Voraussetzung, andere Finanzierungsmöglichkeiten müssen aber ausgeschöpft sein. Du stellst dafür einen Antrag, in dem du deine finanzielle Notlage schilderst, und fügst eine Bestätigung deiner Examensvorbereitung (eine formale Examensanmeldung ist nicht nötig) sowie eine Bürgschaftserklärung einer dritten Person bei, in Ausnahmefällen reicht auch eine Bankbürgschaft. Es gibt Wartelisten, und zu Fragen der Darlehenshöhe, Rückzahlung und weiteren Details berät dich das Kölner Studierendenwerk, wo du auch deine zuständige Ansprechperson findest.;https://wiso.uni-koeln.de/de/studium/studienorganisation/finanzierung;Services/Info;medium;"Studienabschlussdarlehen der Studierendenwerke
Die Darlehenskasse der Studierendenwerke im Land Nordrhein-Westfalen e.V. (DAKA) gewährt bei Bedürftigkeit ein zinsfreies Studienabschlussdarlehen für das letzte Studienjahr. Bedürftige Studierende müssen ein ordnungsgemäßes Studium nachweisen können und sich in der Examensphase befinden. BAföG ist keine Voraussetzung, jedoch müssen andere Finanzierungsmöglichkeiten erschöpft sein. Um ein Studienabschlussdarlehen zu erhalten, muss ein Antrag gestellt werden, aus dem die geschilderte Notlage deutlich hervorgeht. Die Bestätigung ihrer Examensvorbereitung (Examensanmeldung ist nicht erforderlich) sowie eine Bürgschaftserklärung Dritter (in Ausnahmefällen reicht auch eine Bankbürgschaft) ist dem Antrag beizufügen. Für den Bezug des Darlehens gibt es Wartelisten. Informationen und Beratung zur Höhe des Maximalbetrags und zur Rückzahlung erteilt das Kölner Studierendenwerk. Ihren persönlichen Ansprechpartner finden Sie hier unter Finanzen -> Kontakt nach Hochschulen und Namen sortiert."
71;Welche Unterstützung gibt es in einer akuten finanziellen Notlage?;In einer akuten finanziellen Notlage stehen dir an der Universität zu Köln mehrere Anlaufstellen zur Verfügung. Das Kölner Studierendenwerk kann dich über seinen Hilfsfonds mit zinslosen Darlehen unterstützen, kurzfristig ein Überbrückungsdarlehen gewähren und in Einzelfällen Zuschüsse zu ungedeckten Krankheitskosten vergeben. Zusätzlich bietet der AStA ein zinsloses Kurzdarlehen für einen kurzen Zeitraum an, das du über die BAföG- und Sozialberatung beantragen kannst. Die Hochschulgemeinden helfen Studierenden in begründeten Notlagen mit einmaligen, nicht rückzahlbaren Zuschüssen und verfügen über ein begrenztes Kontingent an Mensa-Freitischen. Darüber hinaus kannst du den Bildungskredit des Bundes nutzen – einen zinsgünstigen Kredit für Studierende in fortgeschrittenen Studienphasen, der dazu gedacht ist, deinen Studienabschluss zu sichern, wenn er sonst aus finanziellen Gründen gefährdet wäre.;https://wiso.uni-koeln.de/de/studium/studienorganisation/finanzierung;Services/Info;hard;"Hilfsfonds des Kölner Studierendenwerks
Das Kölner Studierendenwerk gewährt Studierenden in finanzieller Not und in nachweisbar begründeten Fällen ein zinsloses Darlehen (Bürge erforderlich). In wirtschaftlichen Notlagen können Studierende außerdem kurzfristig ein Überbrückungsdarlehen in Höhe von 250 € beantragen (Bürge ist nicht erforderlich). Zudem kann das Kölner Studierendenwerk in Einzelfällen eine Beihilfe zu ungedeckten Krankheitskosten vergeben, die bei Heilbehandlungen, Zahnersatz und Hilfsmitteln anfallen. Information und Beratung erfolgen über die Psycho-Soziale Beratung des Kölner Studierendenwerk. Terminvereinbarung über das Sekretariat: bksa-sekretariat@kstw.de, Tel. +49 (0)221 168815-0. Infos zu Online- und Chat-Beratung sind hier zu finden.

Darlehen des AStA
Der Allgemeine Student*innenausschuss (AStA) der Universität zu Köln unterstützt finanziell in Not Geratene mit einem zinslosen Kurzdarlehen von bis zu 300 € für einen Monat. Gestellt wird der Antrag in der BAföG- und Sozialberatung des AStA. Weitere Infos zu Beratungszeiten finden Sie hier.

Zuschuss der Hochschulgemeinden
Die Hochschulgemeinden unterstützen unverschuldet in Not geratene Studierende unabhängig von der Religionszugehörigkeit, insbesondere wenn der Studienverlauf oder -abschluss gefährdet ist. In der Regel wird ein einmaliger, nicht rückzuzahlender Zuschuss gewährt. Die Anträge werden dabei in einem persönlichen Beratungsgespräch erörtert. Außerdem verfügen die Hochschulgemeinden über ein begrenztes Kontingent an Mensa-Freitischen, die vom Studierendenwerk zur Verfügung gestellt werden. Weitere Infos bei der Katholische Hochschulgemeinde unter info@khgkoeln.de oder über www.khgkoeln.de

Die evangelische Studierendengemeinde unterstützt vorrangig ausländische Studierende aus Afrika, Asien und Lateinamerika, die in Deutschland keine Stipendien oder BAföG erhalten und unverschuldet in Notlage geraten sind. Kontakt über : www.esgkoeln.de. Ansprechpartner: Herr Klaus Brieskorn, klaus.brieskornSpamProtectionesgkoeln.de

Bildungskredit
Die Bundesregierung bietet Studierenden in fortgeschrittenen Ausbildungsphasen die Möglichkeit, einen zinsgünstigen Kredit nach Maßgabe der Förderbestimmungen des Bundesministeriums für Bildung und Forschung in Anspruch zu nehmen. Ziel ist dabei die Sicherung und Beschleunigung der Ausbildung, die sonst aufgrund fehlender finanzieller Mittel abgebrochen werden könnte. Die Förderung erfolgt unabhängig vom Vermögen und Einkommen des Antragstellers und das der Eltern. Der zur Verfügung stehende Finanzrahmen ist begrenzt und wird jährlich vom Bundesministerium für Bildung und Forschung vorgegeben. Dabei besteht kein Rechtsanspruch auf die Gewährung des Bildungskredits. Der Kreditantrag ist an das Bundesverwaltungsamt zu richten, wo dann anschließend geprüft wird, ob die Voraussetzungen für die Gewährung eines Bildungskredits vorliegen. Detaillierte Informationen unter: www.bildungskredit.de . Bildungskredit Hotline: Tel. +49 228 99358-4492 oder per E-Mail unter: bildungskredit@bva.bund.de"
72;Ich bewerbe mich für ein Praktikum und die Firma möchte eine Praktikumsförderlichkeitsbescheinigung. Bekomme ich so etwas von der WiSo-Fakultät – und wie?;Pflichtpraktika sind in den Studiengängen der WiSo-Fakultät nicht vorgesehen, aber studienergänzende Praktika in der vorlesungsfreien Zeit werden ausdrücklich unterstützt. Dafür kannst du dir vom WiSo Student Service Point eine Praktikumsförderlichkeitsbescheinigung ausstellen lassen, die du deinen Bewerbungsunterlagen beilegst. Wenn du so eine Bescheinigung brauchst, meldest du dich einfach per Mail über das WiSSPo-Kontaktformular und wählst als Anfragegrund „Bescheinigung“.;https://wiso.uni-koeln.de/de/studium/studienorganisation/bescheinigungen;Services/Info;medium;"Praktikumsförderlichkeit
Im Rahmen der Prüfungsordnung ist es in einem Studium der WiSo-Fakultät nicht vorgesehen, Pflichtpraktika zu absolvieren. Dennoch unterstützt die Fakultät die Aufnahme studienergänzender Praktika während der vorlesungsfreien Zeit. Dazu stellt der WiSo Student Service Point Ihnen gerne eine Praktikumsförderlichkeitsbescheinigungen aus, die Sie Ihren Bewerbungsunterlagen beifügen können. Sollten Sie solch eine Bescheinigung benötigen, kontaktieren Sie uns einfach per E-Mail über unser Kontaktformular mit dem Anfragegrund ""Bescheinigung""."
73;Ich würde gern ein Urlaubssemester für ein Praktikum nehmen. Welche Voraussetzungen muss ich dafür erfüllen?;Damit ein Urlaubssemester wegen eines Praktikums als förderlich gilt, musst du nachweisen können, dass im geplanten Urlaubssemester insgesamt mindestens drei Monate Praktikumszeit liegen. Das kannst du zum Beispiel durch eine Vertragskopie oder eine separate Bestätigung des Arbeitgebers belegen. Mehrere kürzere Praktika dürfen dabei zusammengerechnet werden. Die WiSo-Fakultät befürwortet ein solches Urlaubssemester jeweils einmal im Bachelor- und einmal im Masterstudium. In der Regel kannst du während eines Urlaubssemesters keine Prüfungs- oder Studienleistungen erbringen, und im ersten Fachsemester kann ein Urlaubssemester aufgrund eines Praktikums nicht beantragt werden. Die Anzahl deiner Fachsemester erscheint später nicht auf dem offiziellen Zeugnis. Wenn du Nicht-EU-Studierende:r bist, solltest du dich vorab beim International Office melden.;https://wiso.uni-koeln.de/de/studium/studienorganisation/bescheinigungen;Services/Info;medium;"Urlaubssemester aufgrund von Praktika
Voraussetzung für die Ausstellung
Voraussetzung für die Förderlichkeit des Urlaubssemester aufgrund von Praktika ist, dass innerhalb des geplanten Urlaubssemesters eine Praktikumsdauer von drei Monaten schriftlich nachgewiesen werden kann (z.B. durch Vertragskopie, separate Bescheinigung des Arbeitsgebers etc.). Die erforderlichen drei Monate können auch durch das Absolvieren mehrerer kurzer Praktika erfüllt werden.

Die WiSo-Fakultät befürwortet ein Urlaubssemester durch Praktika ein Mal im Studium (jeweils 1x Bachelor und 1x Master). Zudem können i.d.R. während eines Urlaubssemesters keine Prüfungs- oder Studienleistungen erbracht werden.

Beachten Sie bitte außerdem, dass im 1. Fachsemester keine Urlaubssemester aufgrund eines Praktikums beantragt werden kann. Die Anzahl der Fachsemester wird übrigens nicht auf Ihrem offiziellen Zeugnis aufgeführt. Nicht-EU-Studierende sollten sich zunächst an das International Office wenden."
74;Wie läuft der Antrag auf ein Urlaubssemester wegen Praktikum genau ab und bis wann muss ich die Unterlagen einreichen?;Wenn die Voraussetzungen für ein Urlaubssemester wegen Praktikum erfüllt sind, musst du drei Dinge vorbereiten: eine schriftliche Bestätigung des Unternehmens über die Dauer deines Praktikums, das für dich passende und vorausgefüllte Antragsformular des Studierendensekretariats sowie das ausgefüllte Formular „Kenntnisnahme der Rahmenbedingungen“. Diese Unterlagen reichst du am besten gesammelt ein – entweder als PDF-Anhang über das WiSSPo-Kontaktformular mit dem Anfragegrund „Bescheinigung“, über den Briefkasten des WiSSPo, persönlich während der Öffnungszeiten des Empfangs oder per Post an die dort angegebene Anschrift. Wichtig für die Fristen: Für ein Urlaubssemester im Sommersemester müssen deine Unterlagen bis zum 10.03. im WiSo Student Service Point eingegangen sein, für ein Urlaubssemester im Wintersemester bis zum 10.09. So bleibt genügend Zeit, damit du den vom WiSSPo unterschriebenen Antrag anschließend selbst fristgerecht bis zum 31.03. bzw. 30.09. im Studierendensekretariat einreichen kannst. Sobald dein Antrag im WiSSPo bearbeitet wurde, erhältst du eine Rückmeldung.;https://wiso.uni-koeln.de/de/studium/studienorganisation/bescheinigungen;Services/Info;medium;"Ablauf
Liegen die o.g. Voraussetzungen der Förderlichkeit vor, reichen Sie bitte folgende Unterlagen ein:

Schriftliche Bestätigung des jeweiligen Unternehmens über die Dauer des Praktikums
Vorausgefülltes passendes Antragsformular des Studierendensekretariats: Als PDF auf dieser Website zum Download
Ausgefülltes Formular PDF ""Kenntnisnahme der Rahmenbedingungen""
Die Unterlagen reichen Sie am besten wie folgt ein:

Als PDF-Anhang über das WiSSPo-Kontaktformular - Anfragegrund: Bescheinigung
über Einwurf in den WiSSPo-Briefkasten (Besucheradresse)
persönlich zu den WiSSPo-Öffnungszeiten des Empfangs
per Post (Postanschrift)
Wichtiger Hinweis:

Bitte reichen Sie die Dokumente bei uns im WiSo Student Service Point bis zum 10.03. (Urlaubssemester für das SoSe) bzw. 10.09. (Urlaubssemester für das WiSe) ein, damit der unterschriebene Antrag fristgerecht bis zum 31.03. bzw. 30.09. durch Sie selbst im Studierendensekretariat eingereicht werden kann. Wenn der Antrag bearbeitet wurde, dann melden wir uns bei Ihnen, damit er von Ihnen an das Studierendensekretariat übermittelt werden kann."
75;Ich brauche für eine Bewerbung ein Professorengutachten bzw. einen Letter of Evaluation. Was muss ich dafür konkret tun und wie lange dauert das?;"Für einen Letter of Evaluation gehst du in mehreren Schritten vor. Zuerst füllst du das bereitgestellte Gutachtenformular im Teil mit deinen persönlichen Angaben (Part I) vollständig aus; Part II wird später von deiner Professorin oder deinem Professor ausgefüllt. Danach lädst du dir dein Transcript of Records herunter und beantragst zusätzlich eine Rankingbescheinigung beim WiSo Student Service Point; wenn du das vor Ort machst, solltest du deine UC-Card mitnehmen. Das ausgefüllte Formular (Part I), dein Transcript und die Rankingbescheinigung schickst du dann gemeinsam per S-Mail an deine:n Gutachter:in. Der Lehrstuhl informiert dich, sobald das Gutachten erstellt wurde; du kannst die Unterlagen dann persönlich abholen oder sie dir zuschicken lassen. Für die Ausstellung solltest du mindestens zwei bis drei Wochen einplanen.";https://wiso.uni-koeln.de/de/studium/studienorganisation/bescheinigungen;Services/Info;medium;"Letter of Evaluation
Benötigen Sie für eine Bewerbung ein Professoren-Gutachten bzw. ein „Letter of Evaluation“? Dann beachten Sie nachfolgenden Ablauf:

Bitte ergänzen Sie das Gutachtenformular

mit Ihren persönlichen Angaben (Part I). Bitte sorgen Sie für die Vollständigkeit Ihrer Angaben. Part II des Formulars wird von dem Gutachter ausgefüllt.
Als nächstes laden Sie sich ein Transcript of Records hier runter fordern eine Rankingbescheinigung beim WiSSPo an. Sollten Sie dies vor Ort tun, dann bringen Sie bitte Ihre UCcard mit. 
Das von Ihnen ausgefüllte Gutachtenformular (Part I), Ihr Transcript of Records und die Rankingbescheinigung müssen Sie per S-Mail an Ihren Gutachter (Professorin/Professor) senden.
Sie werden von dem entsprechenden Lehrstuhl informiert, sobald Ihr Gutachten erstellt wurde, und können Ihre Unterlagen dann vor Ort persönlich abholen oder erhalten Sie zugeschickt.
Die Ausstellung dieser Bescheinigung nimmt mindestens zwei bis drei Wochen in Anspruch."
76;Ich habe gehört, es gibt ein BWL-Forschungsranking der WirtschaftsWoche. Was wird da genau gemessen?;Im BWL-Forschungsranking der WirtschaftsWoche wird die Publikationsleistung von Betriebswirt:innen gemessen, die in Deutschland, Österreich und der Schweiz an Lehrstühlen sowie an Fraunhofer- und Max-Planck-Instituten arbeiten – einschließlich Postdocs und Juniorprofessuren. Ausgewertet werden dabei wissenschaftliche Publikationen in verschiedenen Perspektiven: Eine Rangliste zur aktuellen Forschungsleistung betrachtet die Veröffentlichungen innerhalb eines Fünfjahreszeitraums (derzeit 2020 bis einschließlich 2024), eine Lebenswertrangliste umfasst alle bislang publizierten Artikel der gelisteten Forschenden und ein Jung-BWL-Ranking berücksichtigt die Publikationen von Forschenden, die am Stichtag noch keine 40 Jahre alt waren. Die Rankings erscheinen alle zwei Jahre in geraden Jahren.;https://wiso.uni-koeln.de/de/services/rankings/bwl-forschungsranking;Allgemein;medium;"Die Ranglisten des BWL-Forschungsrankings der WirtschaftsWoche erfassen die Publikationen von Betriebswirt:innen, die in Deutschland, Österreich und der Schweiz an Lehrstühlen, Fraunhofer- und Max-Planck-Instituten arbeiten (inklusive Post-Docs und Juniorprofessuren).

Das Ranking der aktuellen Forschungsleistung umfasst die Publikationen im Fünfjahreszeitraum 2020 bis einschließlich 2024. Die Lebenswerkwertung berücksichtigt alle jemals publizierten Artikel der gelisteten Forscher:innen, das Ranking der Jung-BWLer:innen alle Publikationen von Forscher:innenn, die am Stichtag noch keine 40 Jahre alt waren.
Das Ranking erscheint alle zwei Jahre, bei gerader Jahreszahl. Stichtag ist der 1. August 2024."
77;Wie ist das BWL-Forschungsranking Ranking aufgebaut? Welche Kategorien gibt es und welcher Zeitraum wird betrachtet?;Das Ranking unterscheidet drei Kategorien. Die aktuelle Forschungsleistung basiert auf allen Publikationen im Fünfjahreszeitraum 2020 bis einschließlich 2024. Die Lebenswerkwertung berücksichtigt alle jemals publizierten Artikel der gelisteten Forschenden. In der Kategorie der „Jung-BWLer:innen“ zählen alle Publikationen von Forscher:innen, die am Stichtag noch unter 40 Jahre alt waren.;https://wiso.uni-koeln.de/de/services/rankings/bwl-forschungsranking;Allgemein;medium;"Das Ranking der aktuellen Forschungsleistung umfasst die Publikationen im Fünfjahreszeitraum 2020 bis einschließlich 2024. Die Lebenswerkwertung berücksichtigt alle jemals publizierten Artikel der gelisteten Forscher:innen, das Ranking der Jung-BWLer:innen alle Publikationen von Forscher:innenn, die am Stichtag noch keine 40 Jahre alt waren.
Das Ranking erscheint alle zwei Jahre, bei gerader Jahreszahl. Stichtag ist der 1. August 2024."
78;Wie schneiden die Kölner BWL-Professor:innen im WirtschaftsWoche-BWL-Forschungsranking 2024 in der Kategorie „Top-Forscher in der BWL“ ab?;Im WirtschaftsWoche-BWL-Forschungsranking 2024 zur Kategorie „Die Top-Forscher in der BWL aus Deutschland, Österreich und der Schweiz“ belegt WiSo-Professor Wolfgang Ketter Platz 13. Außerdem sind mit Dirk Sliwka auf Rang 73 und Ulrich Thonemann auf Rang 81 zwei weitere Kölner BWL-Professoren unter den Top 100 vertreten.;https://wiso.uni-koeln.de/de/services/rankings/bwl-forschungsranking;Allgemein;medium;"Im Ranking  ""Die Top-Forscher in der BWL aus Deutschland, Österreich und der Schweiz 2024"" belegt
WiSo-Prof. Wolfgang Ketter Platz 13. Außerdem sind Prof. Dirk Sliwka (Platz 73) und Prof. Ulrich Thonemann (Platz 81) unter den Top 100 vertreten."
79;Wie lange dauert der Master Corporate Development, wie viele Credits hat er und in welcher Sprache wird unterrichtet?;Der Master Business Administration – Corporate Development dauert vier Semester und umfasst insgesamt 120 ECTS-Credits. Die Unterrichtssprache ist Englisch.;https://wiso.uni-koeln.de/de/studium/master/master-business-administration/corporate-development;Studiengang spezifisch;medium;"Überblick
Abschluss:	Master of Science
Dauer	4 Semester
Credits:	120 ECTS
Sprache:	Englisch
Inhalt:	Wissen, Theorien und Methoden in Strategie, Unternehmertum, Ethik, Organisation und Human Kapital
International:	1 Auslandsemester"
80;Für wen ist der Master Corporate Development gedacht – was sollte ich mitbringen?;Der Master Corporate Development passt zu dir, wenn du bereits einen Bachelorabschluss in Management, Betriebswirtschaft, Wirtschaftswissenschaften oder einem verwandten Fach mitbringst, idealerweise mit einem Schwerpunkt auf Unternehmensentwicklung oder Human Capital. Außerdem solltest du international und weltoffen sein, ein breites Spektrum an Interessen haben und Lust darauf, neue Dinge zu lernen. Das Programm richtet sich an Studierende, die ein fundiertes Verständnis von Managementaktivitäten entwickeln, analytisch und kritisch denken, Probleme lösen und ihre Sprach- und Schreibfähigkeiten weiter ausbauen möchten. Wenn du gern im Team arbeitest, Gruppenarbeit wird in Seminaren häufig geübt und bereit bist, den nächsten Karriereschritt in Richtung einer verantwortungsvollen, führenden Managementposition in der Unternehmenswelt zu gehen, bist du in diesem Studiengang genau richtig. Die WiSo-Fakultät begrüßt ausdrücklich eine vielfältige Studierendenschaft, die praktische und wissenschaftliche Erfahrungen sammeln und ihre Ideen aktiv präsentieren und diskutieren möchte.;https://wiso.uni-koeln.de/de/studium/master/master-business-administration/corporate-development;Studiengang spezifisch;hard;"Für wen ist das Programm geeignet?
erfolgreich einen Bachelorabschluss oder einen vergleichbaren Abschluss in Management, Betriebswirtschaft, Wirtschaftswissenschaft oder verwandten Disziplinen abgeschlossen haben - vorzugsweise mit einem Unternehmensentwicklungs- oder Human Kapital-Fokus.
 
einen internationalen und weltoffenen Fokus haben, ein breites Feld an Interessen und daran interessiert sind, neue Dinge zu lernen.
 
als Zielsetzung haben, ein generelles Verständnis für Management Aktivitäten erlangen, analytisches und kritisches Denken zu entwickeln, Probleme zu lösen und den Wunsch haben ihre Sprach- und Schreibfähigkeiten zu verfeinern.
 
als ein Teamplayer arbeiten, weil das Arbeiten in Gruppen oft in Seminaren geübt wird und als eine Schlüsselkompetenz in der Arbeitswelt gesehen wird.
 
bereit sind den nächsten Schritt in Ihrer zukünftigen Karriere zu absolvieren und in einer führenden Management Position in der Unternehmenswelt Ihren Platz einzunehmen.
Wir heißen eine hohe Diversität unter unseren Studierenden sehr willkommen. Sie sollten interessiert sein neue praktische und wissenschaftliche Erfahrungen zu sammeln sowie daran, Ihre Ideen zu präsentieren und zu diskutieren."
81;Was ist das Besondere am Master Information Systems und welche Vorteile habe ich dadurch?;Der Master Information Systems bietet dir eine Doppelqualifikation in Betriebswirtschaftslehre und Informatik. Du erwirbst dabei theoretische und methodische Grundlagen, um dich mit zentralen Themen wie Data Science, digitaler Transformation, Innovation, Prozessen, Geschäftsmodellen und Lösungen für eine nachhaltige Gesellschaft auseinanderzusetzen. Gleichzeitig studierst du im interdisziplinären Bereich der Wirtschaftsinformatik, der seine Wurzeln in Informatik, Wirtschaftswissenschaften und BWL hat. Ein besonderer Vorteil ist die auf dem Arbeitsmarkt oft geforderte Schlüsselfähigkeit, Betriebswirtschaft und Informatik miteinander zu verbinden.;https://wiso.uni-koeln.de/de/studium/master/master-information-systems;Studiengang spezifisch;medium;"Ihre Vorteile auf einen Blick:
theoretische und methodische Grundlagen für die Auseinandersetzung mit zentralen Themen wie Data Science, digitale Transformation und Innovation, Prozesse und Geschäftsmodelle sowie Lösungen für eine nachhaltige Gesellschaft.
Ausbildung im interdisziplinären Bereich der Wirtschaftsinformatik, der seine Wurzeln in der Informatik, den Wirtschaftswissenschaften und der Betriebswirtschaftslehre hat.
die auf dem Arbeitsmarkt oft geforderte Schlüsselfähigkeit, Betriebswirtschaft und Informatik zu verbinden.
PatrickDas Studium der Wirtschaftsinformatik zeichnet sich durch eine enorme Interdisziplinarität zwischen Wirtschaftswissenschaften, Management und Wirtschaftsinformatik aus. Was dieses Programm einzigartig macht, ist die Kombination zwischen diesen beiden Bereichen.
Patrick, Student im Master Information Systems an der WiSo-Fakultät"
82;Wie international ist der Studiengang Master Information Systems und welche Auslandsoptionen habe ich?;Der Master Information Systems ist stark international ausgerichtet: Wirtschaftsinformatik wird hier als internationales und interdisziplinäres Fach verstanden, Lehrveranstaltungen und Literatur werden fast ausschließlich in englischer Sprache angeboten und es bewerben sich Studierende aus zahlreichen Ländern. Du studierst also in einem internationalen und interkulturellen Umfeld und kannst zum Beispiel im Rahmen eines Hauptseminars gemeinsam mit Studierenden aus Ländern wie China, Norwegen, Finnland oder den USA an internationalen Projekten arbeiten. Zusätzlich stehen dir verschiedene Auslandsoptionen offen: Über Kooperationen mit vielen exzellenten Partnerhochschulen weltweit kannst du ein Auslandssemester einplanen. Darüber hinaus kannst du dein Studium durch Kurzprogramme in New York und Hong Kong sowie durch Summer-School-Angebote weiter international ausbauen.;https://wiso.uni-koeln.de/de/studium/master/master-information-systems;Studiengang spezifisch;hard;"Akademische Exzellenz mit internationalem Angebot

Internationale Ausrichtung
Da es sich bei der Wirtschaftsinformatik um ein internationales und interdisziplinäres Fach handelt, ist ein offenes und internationales Denken erforderlich; Lehrveranstaltungen und Literatur werden fast ausschließlich in englischer Sprache gehalten.1
Für unseren Studiengang Master of Science in Information Systems bewerben sich Studierende aus zahlreichen Ländern, so dass Sie sich auf ein internationales und interkulturelles Arbeits- und Studienumfeld freuen können. So können Sie z. B. im Rahmen unseres Hauptseminars Wirtschaftsinformatik einen Kurs in Zusammenarbeit mit Studierenden aus verschiedenen Ländern wie China, Norwegen, Finnland, den USA etc. wählen und an internationalen Projekten arbeiten.

1Da einzelne Pflichtkurse in deutscher Sprache angeboten werden, ist zur Bewerbung der Nachweis von Deutsch- (C1) und Englischkenntnissen (B2) erforderlich.

Auslandssemester
Unsere Kooperationen mit einer Vielzahl exzellenter Partnerhochschulen weltweit bieten Ihnen attraktive Möglichkeiten für Ihr Auslandssemester. Darüber hinaus können Sie Ihr Studium durch unsere Kurzprogramme in New York und Hong Kong oder durch eine Summer School bereichern. Für weitere Informationen, Angebote und Beratung schauen Sie gerne hier nach."
83;Welche Karrierechancen habe ich mit dem Master Information Systems – in welche Jobs kann ich später gehen?;Absolvent:innen des Master Information Systems qualifizieren sich für vielseitige Positionen an der Schnittstelle von IT und Wirtschaft. Mögliche Tätigkeitsfelder umfassen IS-Projektmanagement, Systemtechnik, Datenanalyse, Data Science, digitale Transformation, Innovation, Green IS, Smart Energy und Nachhaltigkeit sowie Beratung und akademische Forschung. Der Studiengang bietet eine solide Grundlage für eine Karriere in Start-ups, Unternehmen und Trainee-Programmen. Viele Absolvent:innen spezialisieren sich auch in Bereichen wie Data Science oder gründen eigene Unternehmen. Zudem wird der Master als hervorragende Vorbereitung für eine Promotion oder weiterführende Programme an internationalen Universitäten angesehen.;https://wiso.uni-koeln.de/de/studium/master/master-information-systems;Studiengang spezifisch;hard;"Als Absolvent:in der interdisziplinären Fachrichtung Wirtschaftsinformatik finden Sie attraktive Positionen, die Ihre Fähigkeiten als breit aufgestellte:r Spezialist:in erfordern. Viele unserer Absolvierenden haben bereits vor Abschluss des Studiums gute Kontakte zur Wirtschaft aufgebaut. Aufgrund ihrer breit angelegten, spezialisierten Ausbildung können Sie als Absolvent:in in jedem Bereich und in jeder Position mit Bezug zu IT und Wirtschaft arbeiten, auch in IT-Beratungsunternehmen.

Prof. Dr. Julian LehrmannDie Professor:innen waren immer bereit, Feedback zu geben und boten bei Bedarf ihre Unterstützung an. Während meines Studiums konnte ich sehen, wie Elemente wie Kursarbeit, Forschung und Wirkung zusammenarbeiteten, um meine persönliche Entwicklung zu lenken und die Gesamterfahrung der Studierenden zu verbessern.
Prof. Dr. Julian Lehrmann, Assistent Professor Digitale Innovation und Unternehmertum beim KIN Center for Digital Innovation
Exemplarische Jobmöglichkeiten
IS-Projektmanagement und Systemtechnik

Datenanalyse und Datenwissenschaft
Digitale Transformation und Innovation
Green IS, Smart Energy und Nachhaltigkeit
Trainee-Programme
Beratung
Akademische Forschung
Start-ups und Unternehmen
Einige unserer Absolvent:innen spezialisieren sich weiter, beispielsweise um als Datenanalysten, Datenwissenschaftler:innen oder Unternehmer:innen zu arbeiten. Unsere führenden Partner:innen in der Industrie, von großen Versicherungsunternehmen bis hin zu mittelständischen Software-Entwicklungsunternehmen, schätzen unsere Absolvent:innen, da sie überall einsatzbereit sind. Sie sind auch an Start-ups beteiligt, wenn Sie also ein eigenes Unternehmen gründen wollen, können Sie mit der Unterstützung der Hochschule rechnen."
